Unit Number,DegreesC,Current (mA),Hours,Voltage (mV),Relative Change
319,110,40,738,5.98579,0.84389
319,110,40,834,5.94448,0.83807
319,110,40,906,5.87012,0.82758
320,110,40,138,6.58774,1
320,110,40,234,6.43598,0.97696
320,110,40,330,6.25928,0.95014
320,110,40,402,6.19938,0.94105
320,110,40,498,6.08692,0.92398
320,110,40,570,5.98653,0.90874
320,110,40,666,5.85658,0.88901
320,110,40,738,5.73522,0.87059
320,110,40,834,5.64923,0.85754
320,110,40,906,5.5826,0.84742
321,110,40,138,7.16676,1
321,110,40,234,6.96944,0.97247
321,110,40,330,6.81486,0.9509
321,110,40,402,6.7624,0.94358
321,110,40,498,6.68651,0.93299
321,110,40,570,6.4631,0.90182
321,110,40,666,6.43365,0.89771
321,110,40,738,6.27465,0.87552
321,110,40,834,6.22689,0.86886
321,110,40,906,6.12036,0.85399
322,110,40,138,6.39257,1
322,110,40,234,6.22227,0.97336
322,110,40,330,6.08934,0.95256
322,110,40,402,6.03763,0.94448
322,110,40,498,5.90364,0.92351
322,110,40,570,5.79733,0.90688
322,110,40,666,5.67683,0.88804
322,110,40,738,5.57546,0.87218
322,110,40,834,5.51797,0.86318
322,110,40,906,5.40726,0.84587
323,110,40,138,6.60174,1
323,110,40,234,6.40319,0.96992
323,110,40,330,6.23624,0.94464
323,110,40,402,6.16995,0.93459
323,110,40,498,6.01889,0.91171
323,110,40,570,5.90299,0.89416
323,110,40,666,5.76075,0.87261
323,110,40,738,5.67099,0.85901
323,110,40,834,5.61304,0.85024
323,110,40,906,5.49133,0.8318
324,110,40,138,6.78402,1
324,110,40,234,6.5789,0.96976
324,110,40,330,6.35908,0.93736
324,110,40,402,6.30411,0.92926
324,110,40,498,6.19045,0.9125
324,110,40,570,6.09582,0.89856
324,110,40,666,5.96257,0.87891
324,110,40,738,5.89856,0.86948
324,110,40,834,5.82859,0.85916
324,110,40,906,5.74213,0.84642
325,110,40,138,6.03195,1
325,110,40,234,5.85543,0.97073
325,110,40,330,5.67728,0.9412
325,110,40,402,5.6085,0.9298
325,110,40,498,5.48379,0.90912
325,110,40,570,5.41123,0.8971
325,110,40,666,5.2852,0.8762
325,110,40,738,5.19139,0.86065
325,110,40,834,5.08878,0.84364
325,110,40,906,5.02589,0.83321
326,110,40,138,6.92175,1
326,110,40,234,6.71037,0.96946
326,110,40,330,6.55616,0.94718
326,110,40,402,6.48055,0.93626
326,110,40,498,6.32334,0.91355
326,110,40,570,6.25565,0.90377
326,110,40,666,6.13411,0.88621
326,110,40,738,6.02565,0.87054
326,110,40,834,5.92063,0.85537
326,110,40,906,5.83639,0.84319
327,110,40,138,6.523,1
327,110,40,234,6.28631,0.96371
327,110,40,330,6.13815,0.941
327,110,40,402,6.05938,0.92893
327,110,40,498,5.89287,0.9034
327,110,40,570,5.80427,0.88982
327,110,40,666,5.68345,0.87129
327,110,40,738,5.5693,0.8538
327,110,40,834,5.51681,0.84575
327,110,40,906,5.39568,0.82718
328,110,40,138,6.13003,1
328,110,40,234,5.94755,0.97023
328,110,40,330,5.77631,0.9423
328,110,40,402,5.73224,0.93511
328,110,40,498,5.59752,0.91313
328,110,40,570,5.46634,0.89173
328,110,40,666,5.33904,0.87097
328,110,40,738,5.24233,0.85519
328,110,40,834,5.20291,0.84876
328,110,40,906,5.09105,0.83051
329,110,40,138,6.06257,1
329,110,40,234,5.90276,0.97364
329,110,40,330,5.69575,0.9395
329,110,40,402,5.6359,0.92962
329,110,40,498,5.50805,0.90853
329,110,40,570,5.39413,0.88974
329,110,40,666,5.24795,0.86563
329,110,40,738,5.14911,0.84933
329,110,40,834,5.06634,0.83568
329,110,40,906,4.96695,0.81928
330,110,40,138,6.37245,1
330,110,40,234,6.20226,0.97329
330,110,40,330,5.99002,0.93999
330,110,40,402,5.89799,0.92554
330,110,40,498,5.81666,0.91278
330,110,40,570,5.69143,0.89313
330,110,40,666,5.60156,0.87903
330,110,40,738,5.51862,0.86601
330,110,40,834,5.4248,0.85129
330,110,40,906,5.3667,0.84217
401,114,30,138,4.62109,1
401,114,30,234,4.47121,0.96757
401,114,30,330,4.36388,0.94434
401,114,30,402,4.31318,0.93337
401,114,30,498,4.21541,0.91221
401,114,30,570,4.16809,0.90197
401,114,30,666,4.08916,0.88489
401,114,30,738,3.97445,0.86007
401,114,30,834,3.9109,0.84632
401,114,30,906,3.86504,0.83639
402,114,30,138,4.96372,1
402,114,30,234,4.81201,0.96944
402,114,30,330,4.68607,0.94406
402,114,30,402,4.65329,0.93746
402,114,30,498,4.54619,0.91588
402,114,30,570,4.50987,0.90857
402,114,30,666,4.43971,0.89443
402,114,30,738,4.39896,0.88622
402,114,30,834,4.31107,0.86852
402,114,30,906,4.28448,0.86316
403,114,30,138,5.60408,1
403,114,30,234,5.45146,0.97277
403,114,30,330,5.29228,0.94436
403,114,30,402,5.27909,0.94201
403,114,30,498,5.15294,0.9195
403,114,30,570,5.07823,0.90617
403,114,30,666,4.99018,0.89045
403,114,30,738,4.92215,0.87832
403,114,30,834,4.84549,0.86464
403,114,30,906,4.76293,0.8499
404,114,30,138,5.92677,1
404,114,30,234,5.78721,0.97645
404,114,30,330,5.64106,0.95179
404,114,30,402,5.59113,0.94337
404,114,30,498,5.48649,0.92571
404,114,30,570,5.3995,0.91104
404,114,30,666,5.29535,0.89346
404,114,30,738,5.22166,0.88103
404,114,30,834,5.12863,0.86533
404,114,30,906,5.03762,0.84998
405,114,30,138,5.7647,1
405,114,30,234,5.60285,0.97192
405,114,30,330,5.48156,0.95088
405,114,30,402,5.40633,0.93783
405,114,30,498,5.30961,0.92106
405,114,30,570,5.23002,0.90725
405,114,30,666,5.13027,0.88995
405,114,30,738,5.06529,0.87867
405,114,30,834,4.92651,0.8546
405,114,30,906,4.85616,0.8424
406,114,30,138,5.52491,1
406,114,30,234,5.28175,0.95599
406,114,30,330,5.18837,0.93909
406,114,30,402,5.09325,0.92187
406,114,30,498,4.9709,0.89972
406,114,30,570,4.93822,0.89381
406,114,30,666,4.78893,0.86679
406,114,30,738,4.66752,0.84481
406,114,30,834,4.50355,0.81513
406,114,30,906,4.43963,0.80356
407,114,30,138,6.17806,1
407,114,30,234,5.99985,0.97115
407,114,30,330,5.83535,0.94453
407,114,30,402,5.7778,0.93521
407,114,30,498,5.63297,0.91177
407,114,30,570,5.56759,0.90119
407,114,30,666,5.46983,0.88536
407,114,30,738,5.36214,0.86793
407,114,30,834,5.25747,0.85099
407,114,30,906,5.18629,0.83947
408,114,30,138,5.48548,1
408,114,30,234,5.34107,0.97367
408,114,30,330,5.17855,0.94405
408,114,30,402,5.14977,0.9388
408,114,30,498,5.02973,0.91692
408,114,30,570,4.95005,0.90239
408,114,30,666,4.87277,0.8883
408,114,30,738,4.80109,0.87523
408,114,30,834,4.72798,0.86191
408,114,30,906,4.65417,0.84845
409,114,30,138,5.81417,1
409,114,30,234,5.63661,0.96946
409,114,30,330,5.50398,0.94665
409,114,30,402,5.44365,0.93627
409,114,30,498,5.33745,0.91801
409,114,30,570,5.24155,0.90151
409,114,30,666,5.15744,0.88705
409,114,30,738,5.08334,0.8743
409,114,30,834,4.99242,0.85867
409,114,30,906,4.91402,0.84518
410,114,30,138,5.40026,1
410,114,30,234,5.23833,0.97001
410,114,30,330,5.12676,0.94935
410,114,30,402,5.07152,0.93913
410,114,30,498,4.97247,0.92078
410,114,30,570,4.75257,0.88006
410,114,30,666,4.81224,0.89111
410,114,30,738,4.74633,0.87891
410,114,30,834,4.64706,0.86053
410,114,30,906,4.58624,0.84926
411,114,30,138,5.09633,1
411,114,30,234,4.95166,0.97161
411,114,30,330,4.83195,0.94812
411,114,30,402,4.77482,0.93691
411,114,30,498,4.67803,0.91792
411,114,30,570,4.61198,0.90496
411,114,30,666,4.55673,0.89412
411,114,30,738,4.50271,0.88352
411,114,30,834,4.39997,0.86336
411,114,30,906,4.36313,0.85613
412,114,30,138,5.3799,1
412,114,30,234,5.25632,0.97703
412,114,30,330,5.0836,0.94492
412,114,30,402,5.02065,0.93322
412,114,30,498,4.89404,0.90969
412,114,30,570,4.82335,0.89655
412,114,30,666,4.7329,0.87974
412,114,30,738,4.65222,0.86474
412,114,30,834,4.55038,0.84581
412,114,30,906,4.49055,0.83469
413,114,30,138,6.15585,1
413,114,30,234,5.99155,0.97331
413,114,30,330,5.83314,0.94758
413,114,30,402,5.76714,0.93685
413,114,30,498,5.63479,0.91535
413,114,30,570,5.55148,0.90182
413,114,30,666,5.45488,0.88613
413,114,30,738,5.37944,0.87387
413,114,30,834,5.26471,0.85524
413,114,30,906,5.18814,0.8428
414,114,30,138,5.75246,1
414,114,30,234,5.58445,0.97079
414,114,30,330,5.45146,0.94767
414,114,30,402,5.37947,0.93516
414,114,30,498,5.28472,0.91869
414,114,30,570,5.19562,0.9032
414,114,30,666,5.09935,0.88646
414,114,30,738,5.04359,0.87677
414,114,30,834,4.96422,0.86297
414,114,30,906,4.87806,0.848
415,114,30,138,5.64806,1
415,114,30,234,5.47366,0.96912
415,114,30,330,5.33288,0.9442
415,114,30,402,5.26333,0.93188
415,114,30,498,5.15863,0.91335
415,114,30,570,5.09894,0.90278
415,114,30,666,4.99527,0.88442
415,114,30,738,4.9451,0.87554
415,114,30,834,4.84115,0.85714
415,114,30,906,4.77758,0.84588
416,114,30,138,5.98881,1
416,114,30,234,5.82509,0.97266
416,114,30,330,5.67812,0.94812
416,114,30,402,5.62059,0.93852
416,114,30,498,5.50871,0.91983
416,114,30,570,5.43306,0.9072
416,114,30,666,5.33533,0.89088
416,114,30,738,5.25468,0.87742
416,114,30,834,5.12926,0.85647
416,114,30,906,5.07997,0.84824
417,114,30,138,5.50955,1
417,114,30,234,5.35562,0.97206
417,114,30,330,5.22278,0.94795
417,114,30,402,5.18747,0.94154
417,114,30,498,5.07749,0.92158
417,114,30,570,5.02014,0.91117
417,114,30,666,4.95577,0.89949
417,114,30,738,4.87772,0.88532
417,114,30,834,4.80061,0.87133
417,114,30,906,4.75929,0.86383
418,114,30,138,5.80339,1
418,114,30,234,5.61112,0.96687
418,114,30,330,5.48072,0.9444
418,114,30,402,5.41796,0.93359
418,114,30,498,5.3058,0.91426
418,114,30,570,5.22087,0.89962
418,114,30,666,5.14151,0.88595
418,114,30,738,4.99043,0.85992
418,114,30,834,4.91834,0.8475
418,114,30,906,4.84221,0.83438
419,114,30,138,6.61989,1
419,114,30,234,6.36907,0.96211
419,114,30,330,6.20434,0.93723
419,114,30,402,6.11964,0.92443
419,114,30,498,6.04585,0.91328
419,114,30,570,5.9568,0.89983
419,114,30,666,5.83964,0.88213
419,114,30,738,5.68308,0.85848
419,114,30,834,5.63771,0.85163
419,114,30,906,5.52412,0.83447
420,114,30,138,5.48133,1
420,114,30,234,5.30083,0.96707
420,114,30,330,5.14739,0.93908
420,114,30,402,5.09824,0.93011
420,114,30,498,5.01774,0.91542
420,114,30,570,4.95893,0.90469
420,114,30,666,4.85895,0.88645
420,114,30,738,4.8087,0.87729
420,114,30,834,4.71071,0.85941
420,114,30,906,4.65414,0.84909
421,114,30,138,5.56582,1
421,114,30,234,5.39418,0.96916
421,114,30,330,5.308,0.95368
421,114,30,402,5.27604,0.94794
421,114,30,498,5.22366,0.93853
421,114,30,570,5.05952,0.90903
421,114,30,666,5.064,0.90984
421,114,30,738,4.98025,0.89479
421,114,30,834,4.92139,0.88422
421,114,30,906,4.86487,0.87406
422,114,30,138,5.21916,1
422,114,30,234,5.06061,0.96962
422,114,30,330,4.92886,0.94438
422,114,30,402,4.88101,0.93521
422,114,30,498,4.77774,0.91542
422,114,30,570,4.69108,0.89882
422,114,30,666,4.64312,0.88963
422,114,30,738,4.56519,0.8747
422,114,30,834,4.48019,0.85841
422,114,30,906,4.4331,0.84939
423,114,30,138,6.11621,1
423,114,30,234,5.91581,0.96723
423,114,30,330,5.77849,0.94478
423,114,30,402,5.70864,0.93336
423,114,30,498,5.61979,0.91884
423,114,30,570,5.51745,0.9021
423,114,30,666,5.453,0.89157
423,114,30,738,5.36829,0.87772
423,114,30,834,5.29248,0.86532
423,114,30,906,5.20703,0.85135
424,114,30,138,5.91372,1
424,114,30,234,5.76486,0.97483
424,114,30,330,5.63267,0.95247
424,114,30,402,5.56517,0.94106
424,114,30,498,5.46973,0.92492
424,114,30,570,5.38476,0.91055
424,114,30,666,5.28106,0.89302
424,114,30,738,5.2135,0.88159
424,114,30,834,5.13892,0.86898
424,114,30,906,5.04858,0.85371
425,114,30,138,5.7204,1
425,114,30,234,5.54625,0.96956
425,114,30,330,5.40193,0.94433
425,114,30,402,5.33603,0.93281
425,114,30,498,5.20115,0.90923
425,114,30,570,5.13429,0.89754
425,114,30,666,5.01988,0.87754
425,114,30,738,4.98859,0.87207
425,114,30,834,4.86316,0.85014
425,114,30,906,4.73251,0.8273
426,114,30,138,5.78944,1
426,114,30,234,5.63052,0.97255
426,114,30,330,5.47095,0.94499
426,114,30,402,5.44778,0.94099
426,114,30,498,5.31092,0.91735
426,114,30,570,5.26103,0.90873
426,114,30,666,5.17176,0.89331
426,114,30,738,5.12193,0.8847
426,114,30,834,4.99814,0.86332
426,114,30,906,4.94987,0.85498
427,114,30,138,5.73398,1
427,114,30,234,5.5505,0.968
427,114,30,330,5.39749,0.94132
427,114,30,402,5.34335,0.93188
427,114,30,498,5.22051,0.91045
427,114,30,570,5.13312,0.89521
427,114,30,666,5.07323,0.88477
427,114,30,738,4.98545,0.86946
427,114,30,834,4.87544,0.85027
427,114,30,906,4.82112,0.8408
428,114,30,138,5.16918,1
428,114,30,234,5.00809,0.96884
428,114,30,330,4.89713,0.94737
428,114,30,402,4.82214,0.93286
428,114,30,498,4.74471,0.91788
428,114,30,570,4.6402,0.89767
428,114,30,666,4.58913,0.88779
428,114,30,738,4.51637,0.87371
428,114,30,834,4.42952,0.85691
428,114,30,906,4.35171,0.84186
429,114,30,138,5.66821,1
429,114,30,234,5.50694,0.97155
429,114,30,330,5.3922,0.9513
429,114,30,402,5.318,0.93821
429,114,30,498,5.21965,0.92086
429,114,30,570,5.15493,0.90945
429,114,30,666,5.04783,0.89055
429,114,30,738,4.99245,0.88078
429,114,30,834,4.911,0.86641
429,114,30,906,4.82107,0.85054
430,114,30,138,5.37784,1
430,114,30,234,5.27882,0.98159
430,114,30,330,5.14211,0.95617
430,114,30,402,5.09638,0.94766
430,114,30,498,4.99689,0.92916
430,114,30,570,4.88622,0.90858
430,114,30,666,4.77878,0.88861
430,114,30,738,4.75456,0.8841
430,114,30,834,4.65633,0.86584
430,114,30,906,4.55325,0.84667
501,77,40,138,5.99057,1
501,77,40,234,5.8067,0.96931
501,77,40,330,5.68862,0.9496
501,77,40,402,5.57345,0.93037
501,77,40,498,5.5018,0.91841
501,77,40,570,5.44291,0.90858
501,77,40,666,5.368,0.89607
501,77,40,738,5.32082,0.8882
501,77,40,834,5.24233,0.8751
501,77,40,906,5.19745,0.86761
502,77,40,138,7.16335,1
502,77,40,234,6.94318,0.96926
502,77,40,330,6.77548,0.94585
502,77,40,402,6.65628,0.92921
502,77,40,498,6.55485,0.91505
502,77,40,570,6.49448,0.90663
502,77,40,666,6.38545,0.89141
502,77,40,738,6.31089,0.881
502,77,40,834,6.25385,0.87303
502,77,40,906,6.19526,0.86485
503,77,40,138,6.9835,1
503,77,40,234,6.7154,0.96161
503,77,40,330,6.54981,0.9379
503,77,40,402,6.48467,0.92857
503,77,40,498,6.37798,0.91329
503,77,40,570,6.27469,0.8985
503,77,40,666,6.15532,0.88141
503,77,40,738,6.09163,0.87229
503,77,40,834,6.02954,0.8634
503,77,40,906,5.95415,0.8526
504,77,40,138,6.7723,1
504,77,40,234,6.5661,0.96955
504,77,40,330,6.42177,0.94824
504,77,40,402,6.31672,0.93273
504,77,40,498,6.22733,0.91953
504,77,40,570,6.14937,0.90802
504,77,40,666,6.05221,0.89367
504,77,40,738,5.99963,0.88591
504,77,40,834,5.90727,0.87227
504,77,40,906,5.83973,0.8623
505,77,40,138,6.65813,1
505,77,40,234,6.44249,0.96761
505,77,40,330,6.30782,0.94739
505,77,40,402,6.17204,0.92699
505,77,40,498,6.08111,0.91334
505,77,40,570,6.01054,0.90274
505,77,40,666,5.92388,0.88972
505,77,40,738,5.856,0.87953
505,77,40,834,5.76179,0.86538
505,77,40,906,5.72849,0.86037
506,77,40,138,7.40237,1
506,77,40,234,6.99635,0.94515
506,77,40,330,6.91502,0.93416
506,77,40,402,6.76207,0.9135
506,77,40,498,6.67082,0.90117
506,77,40,570,6.57082,0.88767
506,77,40,666,6.48342,0.87586
506,77,40,738,6.33862,0.8563
506,77,40,834,6.30934,0.85234
506,77,40,906,6.25113,0.84448
507,77,40,138,7.22145,1
507,77,40,234,7.11846,0.98574
507,77,40,330,6.94355,0.96152
507,77,40,402,6.83711,0.94678
507,77,40,498,6.72002,0.93056
507,77,40,570,6.63889,0.91933
507,77,40,666,6.54228,0.90595
507,77,40,738,6.44892,0.89302
507,77,40,834,6.38641,0.88437
507,77,40,906,6.32729,0.87618
508,77,40,138,6.84107,1
508,77,40,234,6.61993,0.96767
508,77,40,330,6.45523,0.9436
508,77,40,402,6.34187,0.92703
508,77,40,498,6.23376,0.91123
508,77,40,570,6.1731,0.90236
508,77,40,666,6.07877,0.88857
508,77,40,738,6.01038,0.87857
508,77,40,834,5.9262,0.86627
508,77,40,906,5.87289,0.85847
509,77,40,138,6.92739,1
509,77,40,234,6.71513,0.96936
509,77,40,330,6.57678,0.94939
509,77,40,402,6.48308,0.93586
509,77,40,498,6.39251,0.92279
509,77,40,570,6.31403,0.91146
509,77,40,666,6.21729,0.89749
509,77,40,738,6.14989,0.88776
509,77,40,834,6.06623,0.87569
509,77,40,906,6.01249,0.86793
510,77,40,138,7.31888,1
510,77,40,234,7.09006,0.96874
510,77,40,330,6.91941,0.94542
510,77,40,402,6.79007,0.92775
510,77,40,498,6.7083,0.91658
510,77,40,570,6.62833,0.90565
510,77,40,666,6.53687,0.89315
510,77,40,738,6.47373,0.88453
510,77,40,834,6.40353,0.87493
510,77,40,906,6.36185,0.86924
511,77,40,138,6.88649,1
511,77,40,234,6.66473,0.9678
511,77,40,330,6.4983,0.94363
511,77,40,402,6.37657,0.92595
511,77,40,498,6.29593,0.91424
511,77,40,570,6.22876,0.90449
511,77,40,666,6.1339,0.89072
511,77,40,738,6.08077,0.883
511,77,40,834,6.03341,0.87612
511,77,40,906,5.98455,0.86903
512,77,40,138,6.45431,1
512,77,40,234,6.25665,0.96938
512,77,40,330,6.08565,0.94288
512,77,40,402,5.9692,0.92484
512,77,40,498,5.85903,0.90777
512,77,40,570,5.80156,0.89887
512,77,40,666,5.71502,0.88546
512,77,40,738,5.64822,0.87511
512,77,40,834,5.60224,0.86798
512,77,40,906,5.52889,0.85662
513,77,40,138,7.87774,1
513,77,40,234,7.60456,0.96532
513,77,40,330,7.42963,0.94312
513,77,40,402,7.2715,0.92304
513,77,40,498,7.11964,0.90377
513,77,40,570,7.051,0.89505
513,77,40,666,6.92213,0.87869
513,77,40,738,6.84065,0.86835
513,77,40,834,6.73702,0.8552
513,77,40,906,6.65983,0.8454
514,77,40,138,7.10696,1
514,77,40,234,6.88643,0.96897
514,77,40,330,6.73062,0.94705
514,77,40,402,6.58001,0.92585
514,77,40,498,6.46457,0.90961
514,77,40,570,6.40097,0.90066
514,77,40,666,6.30064,0.88654
514,77,40,738,6.2401,0.87803
514,77,40,834,6.14164,0.86417
514,77,40,906,6.08748,0.85655
515,77,40,138,6.57672,1
515,77,40,234,6.39349,0.97214
515,77,40,330,6.22786,0.94696
515,77,40,402,6.10075,0.92763
515,77,40,498,6.01876,0.91516
515,77,40,570,5.94248,0.90356
515,77,40,666,5.84986,0.88948
515,77,40,738,5.7863,0.87981
515,77,40,834,5.70971,0.86817
515,77,40,906,5.67746,0.86327
516,77,40,138,7.15272,1
516,77,40,234,7.00831,0.97981
516,77,40,330,6.82048,0.95355
516,77,40,402,6.68342,0.93439
516,77,40,498,6.56238,0.91747
516,77,40,570,6.47331,0.90501
516,77,40,666,6.38504,0.89267
516,77,40,738,6.30345,0.88127
516,77,40,834,6.23087,0.87112
516,77,40,906,6.18941,0.86532
517,77,40,138,7.00003,1
517,77,40,234,6.79279,0.97039
517,77,40,330,6.6101,0.9443
517,77,40,402,6.49473,0.92781
517,77,40,498,6.37111,0.91015
517,77,40,570,6.30155,0.90022
517,77,40,666,6.19859,0.88551
517,77,40,738,6.1335,0.87621
517,77,40,834,6.07343,0.86763
517,77,40,906,6.03029,0.86147
518,77,40,138,6.89414,1
518,77,40,234,6.67135,0.96768
518,77,40,330,6.52598,0.9466
518,77,40,402,6.4028,0.92873
518,77,40,498,6.30378,0.91437
518,77,40,570,6.23991,0.9051
518,77,40,666,6.12667,0.88868
518,77,40,738,5.9751,0.86669
518,77,40,834,5.90775,0.85692
518,77,40,906,5.84481,0.84779
519,77,40,138,8.17145,1
519,77,40,234,7.84839,0.96046
519,77,40,330,7.6472,0.93584
519,77,40,402,7.52527,0.92092
519,77,40,498,7.43741,0.91017
519,77,40,570,7.35384,0.89994
519,77,40,666,7.22792,0.88453
519,77,40,738,7.03074,0.8604
519,77,40,834,6.95673,0.85135
519,77,40,906,6.94423,0.84982
520,77,40,138,6.93122,1
520,77,40,234,6.72484,0.97022
520,77,40,330,6.54553,0.94435
520,77,40,402,6.41907,0.92611
520,77,40,498,6.29827,0.90868
520,77,40,570,6.22886,0.89867
520,77,40,666,6.14427,0.88646
520,77,40,738,6.04475,0.8721
520,77,40,834,5.96571,0.8607
520,77,40,906,5.97959,0.8627
521,77,40,138,7.2374,1
521,77,40,234,7.07302,0.97729
521,77,40,330,6.96978,0.96302
521,77,40,402,6.88252,0.95097
521,77,40,498,6.6657,0.92101
521,77,40,570,6.59747,0.91158
521,77,40,666,6.62423,0.91528
521,77,40,738,6.49174,0.89697
521,77,40,834,6.48407,0.89591
521,77,40,906,6.45456,0.89183
522,77,40,138,5.97755,1
522,77,40,234,5.80422,0.971
522,77,40,330,5.6592,0.94674
522,77,40,402,5.5579,0.9298
522,77,40,498,5.44983,0.91172
522,77,40,570,5.3941,0.90239
522,77,40,666,5.32138,0.89023
522,77,40,738,5.26164,0.88023
522,77,40,834,5.21922,0.87314
522,77,40,906,5.17942,0.86648
523,77,40,138,7.02366,1
523,77,40,234,6.81977,0.97097
523,77,40,330,6.68233,0.9514
523,77,40,402,6.54645,0.93206
523,77,40,498,6.43151,0.91569
523,77,40,570,6.37616,0.90781
523,77,40,666,6.27655,0.89363
523,77,40,738,6.18931,0.88121
523,77,40,834,6.10083,0.86861
523,77,40,906,6.04573,0.86077
524,77,40,138,7.13665,1
524,77,40,234,6.93786,0.97215
524,77,40,330,6.76284,0.94762
524,77,40,402,6.61369,0.92672
524,77,40,498,6.51926,0.91349
524,77,40,570,6.44069,0.90248
524,77,40,666,6.36354,0.89167
524,77,40,738,6.27653,0.87948
524,77,40,834,6.18396,0.86651
524,77,40,906,6.1577,0.86283
525,77,40,138,6.90749,1
525,77,40,234,6.69063,0.96861
525,77,40,330,6.49185,0.93983
525,77,40,402,6.32059,0.91504
525,77,40,498,6.19474,0.89682
525,77,40,570,6.13461,0.88811
525,77,40,666,6.05115,0.87603
525,77,40,738,6.0001,0.86864
525,77,40,834,5.8866,0.85221
525,77,40,906,5.84044,0.84552
526,77,40,138,7.45254,1
526,77,40,234,7.21625,0.96829
526,77,40,330,7.02445,0.94256
526,77,40,402,6.89847,0.92565
526,77,40,498,6.76859,0.90823
526,77,40,570,6.71042,0.90042
526,77,40,666,6.5881,0.88401
526,77,40,738,6.5202,0.8749
526,77,40,834,6.45026,0.86551
526,77,40,906,6.39554,0.85817
527,77,40,138,6.72139,1
527,77,40,234,6.5262,0.97096
527,77,40,330,6.38378,0.94977
527,77,40,402,6.27431,0.93348
527,77,40,498,6.15063,0.91508
527,77,40,570,6.11333,0.90953
527,77,40,666,6.01828,0.89539
527,77,40,738,5.94113,0.88391
527,77,40,834,5.8971,0.87736
527,77,40,906,5.8324,0.86774
528,77,40,138,6.65974,1
528,77,40,234,6.48102,0.97317
528,77,40,330,6.32586,0.94987
528,77,40,402,6.20251,0.93134
528,77,40,498,6.07324,0.91193
528,77,40,570,6.011,0.90259
528,77,40,666,5.917,0.88847
528,77,40,738,5.83623,0.87635
528,77,40,834,5.77279,0.86682
528,77,40,906,5.72248,0.85927
529,77,40,138,6.86194,1
529,77,40,234,6.66378,0.97112
529,77,40,330,6.47271,0.94328
529,77,40,402,6.34631,0.92486
529,77,40,498,6.22639,0.90738
529,77,40,570,6.13594,0.8942
529,77,40,666,6.04896,0.88152
529,77,40,738,5.97381,0.87057
529,77,40,834,5.88881,0.85818
529,77,40,906,5.87722,0.8565
530,77,40,138,6.74852,1
530,77,40,234,6.63842,0.98369
530,77,40,330,6.41863,0.95112
530,77,40,402,6.2737,0.92964
530,77,40,498,6.0593,0.89787
530,77,40,570,5.99771,0.88874
530,77,40,666,5.95308,0.88213
530,77,40,738,5.85886,0.86817
530,77,40,834,5.75565,0.85288
530,77,40,906,5.76845,0.85477
601,130,40,138,5.33224,1
601,130,40,234,5.19691,0.97462
601,130,40,330,5.05507,0.94802
601,130,40,402,4.95841,0.92989
601,130,40,498,4.81365,0.90275
601,130,40,570,4.73002,0.88706
601,130,40,666,4.60992,0.86454
601,130,40,738,4.50603,0.84505
601,130,40,834,4.35823,0.81734
601,130,40,906,4.25375,0.79774
602,130,40,138,6.18561,1
602,130,40,234,6.01407,0.97227
602,130,40,330,5.81893,0.94072
602,130,40,402,5.70461,0.92224
602,130,40,498,5.55453,0.89798
602,130,40,570,5.43647,0.87889
602,130,40,666,5.31027,0.85849
602,130,40,738,5.19644,0.84009
602,130,40,834,5.05014,0.81643
602,130,40,906,4.94241,0.79902
603,130,40,138,6.5758,1
603,130,40,234,6.37495,0.96946
603,130,40,330,6.12543,0.93151
603,130,40,402,6.02486,0.91622
603,130,40,498,5.84266,0.88851
603,130,40,570,5.67206,0.86257
603,130,40,666,5.48543,0.83419
603,130,40,738,5.33693,0.8116
603,130,40,834,5.15264,0.78358
603,130,40,906,5.02127,0.7636
604,130,40,138,6.8265,1
604,130,40,234,6.6504,0.9742
604,130,40,330,6.42694,0.94147
604,130,40,402,6.2893,0.92131
604,130,40,498,6.09159,0.89234
604,130,40,570,5.97559,0.87535
604,130,40,666,5.79176,0.84842
604,130,40,738,5.6212,0.82344
604,130,40,834,5.4401,0.79691
604,130,40,906,5.32358,0.77984
605,130,40,138,6.62571,1
605,130,40,234,6.44814,0.9732
605,130,40,330,6.19124,0.93443
605,130,40,402,6.06804,0.91583
605,130,40,498,5.89142,0.88918
605,130,40,570,5.78168,0.87261
605,130,40,666,5.64414,0.85185
605,130,40,738,5.47061,0.82566
605,130,40,834,5.30033,0.79996
605,130,40,906,5.19438,0.78397
606,130,40,138,6.86426,1
606,130,40,234,6.56535,0.95645
606,130,40,330,6.3382,0.92336
606,130,40,402,6.20007,0.90324
606,130,40,498,6.00882,0.87538
606,130,40,570,5.76572,0.83996
606,130,40,666,5.63247,0.82055
606,130,40,738,5.34372,0.77848
606,130,40,834,5.17568,0.754
606,130,40,906,5.03506,0.73352
607,130,40,138,6.89627,1
607,130,40,234,6.70045,0.97161
607,130,40,330,6.47712,0.93922
607,130,40,402,6.36047,0.92231
607,130,40,498,6.18089,0.89627
607,130,40,570,6.02405,0.87352
607,130,40,666,5.85743,0.84936
607,130,40,738,5.68843,0.82486
607,130,40,834,5.49073,0.79619
607,130,40,906,5.35548,0.77658
608,130,40,138,6.69898,1
608,130,40,234,6.52081,0.9734
608,130,40,330,6.27461,0.93665
608,130,40,402,6.15262,0.91844
608,130,40,498,5.95281,0.88861
608,130,40,570,5.8228,0.86921
