Unit,JTemp,Current,Hours,RelativeChange
319,110,40,498,0.8423
319,110,40,570,0.8262
319,110,40,666,0.8083
319,110,40,738,0.7789
319,110,40,834,0.7735
319,110,40,906,0.7639
320,110,40,0,1
320,110,40,18,0.9929
320,110,40,42,0.9827
320,110,40,66,0.9735
320,110,40,138,0.9339
320,110,40,234,0.9124
320,110,40,330,0.8873
320,110,40,402,0.8789
320,110,40,498,0.8629
320,110,40,570,0.8487
320,110,40,666,0.8303
320,110,40,738,0.813
320,110,40,834,0.8008
320,110,40,906,0.7914
321,110,40,0,1
321,110,40,18,0.9988
321,110,40,42,0.9934
321,110,40,66,0.9819
321,110,40,138,0.9336
321,110,40,234,0.9079
321,110,40,330,0.8877
321,110,40,402,0.8809
321,110,40,498,0.871
321,110,40,570,0.8419
321,110,40,666,0.8381
321,110,40,738,0.8174
321,110,40,834,0.8111
321,110,40,906,0.7973
322,110,40,0,1
322,110,40,18,0.9834
322,110,40,42,0.9694
322,110,40,66,0.9512
322,110,40,138,0.9118
322,110,40,234,0.8875
322,110,40,330,0.8686
322,110,40,402,0.8612
322,110,40,498,0.8421
322,110,40,570,0.8269
322,110,40,666,0.8097
322,110,40,738,0.7953
322,110,40,834,0.7871
322,110,40,906,0.7713
323,110,40,0,1
323,110,40,18,1.0037
323,110,40,42,1.0019
323,110,40,66,0.9881
323,110,40,138,0.9429
323,110,40,234,0.9146
323,110,40,330,0.8907
323,110,40,402,0.8813
323,110,40,498,0.8597
323,110,40,570,0.8431
323,110,40,666,0.8228
323,110,40,738,0.81
323,110,40,834,0.8017
323,110,40,906,0.7843
324,110,40,0,1
324,110,40,18,1.0049
324,110,40,42,1.0028
324,110,40,66,0.9932
324,110,40,138,0.946
324,110,40,234,0.9174
324,110,40,330,0.8868
324,110,40,402,0.8791
324,110,40,498,0.8632
324,110,40,570,0.85
324,110,40,666,0.8315
324,110,40,738,0.8225
324,110,40,834,0.8128
324,110,40,906,0.8007
325,110,40,0,1
325,110,40,18,0.9916
325,110,40,42,0.9833
325,110,40,66,0.9722
325,110,40,138,0.9248
325,110,40,234,0.8978
325,110,40,330,0.8704
325,110,40,402,0.8599
325,110,40,498,0.8408
325,110,40,570,0.8297
325,110,40,666,0.8103
325,110,40,738,0.796
325,110,40,834,0.7802
325,110,40,906,0.7706
326,110,40,0,1
326,110,40,18,0.9957
326,110,40,42,0.9934
326,110,40,66,0.9826
326,110,40,138,0.944
326,110,40,234,0.9152
326,110,40,330,0.8942
326,110,40,402,0.8839
326,110,40,498,0.8624
326,110,40,570,0.8532
326,110,40,666,0.8366
326,110,40,738,0.8218
326,110,40,834,0.8075
326,110,40,906,0.796
327,110,40,0,1
327,110,40,18,0.9896
327,110,40,42,0.9875
327,110,40,66,0.9722
327,110,40,138,0.929
327,110,40,234,0.8952
327,110,40,330,0.8741
327,110,40,402,0.8629
327,110,40,498,0.8392
327,110,40,570,0.8266
327,110,40,666,0.8094
327,110,40,738,0.7931
327,110,40,834,0.7857
327,110,40,906,0.7684
328,110,40,0,1
328,110,40,18,0.9976
328,110,40,42,0.9948
328,110,40,66,0.9782
328,110,40,138,0.9304
328,110,40,234,0.9027
328,110,40,330,0.8767
328,110,40,402,0.87
328,110,40,498,0.8496
328,110,40,570,0.8297
328,110,40,666,0.8104
328,110,40,738,0.7957
328,110,40,834,0.7897
328,110,40,906,0.7727
329,110,40,0,1
329,110,40,18,1.0061
329,110,40,42,0.9956
329,110,40,66,0.979
329,110,40,138,0.9251
329,110,40,234,0.9007
329,110,40,330,0.8691
329,110,40,402,0.86
329,110,40,498,0.8405
329,110,40,570,0.8231
329,110,40,666,0.8008
329,110,40,738,0.7857
329,110,40,834,0.7731
329,110,40,906,0.7579
330,110,40,0,1
330,110,40,18,1.0067
330,110,40,42,0.9916
330,110,40,66,0.9821
330,110,40,138,0.9456
330,110,40,234,0.9204
330,110,40,330,0.8889
330,110,40,402,0.8752
330,110,40,498,0.8631
330,110,40,570,0.8446
330,110,40,666,0.8312
330,110,40,738,0.8189
330,110,40,834,0.805
330,110,40,906,0.7964
401,114,30,0,1
401,114,30,18,1.0054
401,114,30,42,1.004
401,114,30,66,0.993
401,114,30,138,0.957
401,114,30,234,0.926
401,114,30,330,0.9037
401,114,30,402,0.8932
401,114,30,498,0.873
401,114,30,570,0.8632
401,114,30,666,0.8468
401,114,30,738,0.8231
401,114,30,834,0.8099
401,114,30,906,0.8004
402,114,30,0,1
402,114,30,18,0.999
402,114,30,42,1.0032
402,114,30,66,0.9931
402,114,30,138,0.9609
402,114,30,234,0.9316
402,114,30,330,0.9072
402,114,30,402,0.9009
402,114,30,498,0.8801
402,114,30,570,0.8731
402,114,30,666,0.8595
402,114,30,738,0.8516
402,114,30,834,0.8346
402,114,30,906,0.8295
403,114,30,0,1
403,114,30,18,1.0068
403,114,30,42,1.0078
403,114,30,66,0.9951
403,114,30,138,0.9609
403,114,30,234,0.9348
403,114,30,330,0.9075
403,114,30,402,0.9052
403,114,30,498,0.8836
403,114,30,570,0.8708
403,114,30,666,0.8557
403,114,30,738,0.844
403,114,30,834,0.8309
403,114,30,906,0.8167
404,114,30,0,1
404,114,30,18,1.0237
404,114,30,42,1.0197
404,114,30,66,1.0068
404,114,30,138,0.9773
404,114,30,234,0.9543
404,114,30,330,0.9302
404,114,30,402,0.922
404,114,30,498,0.9047
404,114,30,570,0.8904
404,114,30,666,0.8732
404,114,30,738,0.8611
404,114,30,834,0.8457
404,114,30,906,0.8307
405,114,30,0,1
405,114,30,18,1.019
405,114,30,42,1.0163
405,114,30,66,1.0062
405,114,30,138,0.964
405,114,30,234,0.9369
405,114,30,330,0.9166
405,114,30,402,0.9041
405,114,30,498,0.8879
405,114,30,570,0.8746
405,114,30,666,0.8579
405,114,30,738,0.847
405,114,30,834,0.8238
405,114,30,906,0.8121
406,114,30,0,1
406,114,30,18,0.9751
406,114,30,42,0.9676
406,114,30,66,0.95
406,114,30,138,0.898
406,114,30,234,0.8585
406,114,30,330,0.8433
406,114,30,402,0.8278
406,114,30,498,0.8079
406,114,30,570,0.8026
406,114,30,666,0.7784
406,114,30,738,0.7586
406,114,30,834,0.732
406,114,30,906,0.7216
407,114,30,0,1
407,114,30,18,0.9929
407,114,30,42,0.9884
407,114,30,66,0.9716
407,114,30,138,0.934
407,114,30,234,0.907
407,114,30,330,0.8822
407,114,30,402,0.8735
407,114,30,498,0.8516
407,114,30,570,0.8417
407,114,30,666,0.8269
407,114,30,738,0.8106
407,114,30,834,0.7948
407,114,30,906,0.784
408,114,30,0,1
408,114,30,18,1.023
408,114,30,42,1.021
408,114,30,66,1.0064
408,114,30,138,0.9754
408,114,30,234,0.9497
408,114,30,330,0.9208
408,114,30,402,0.9157
408,114,30,498,0.8943
408,114,30,570,0.8802
408,114,30,666,0.8664
408,114,30,738,0.8537
408,114,30,834,0.8407
408,114,30,906,0.8276
409,114,30,0,1
409,114,30,18,1.0338
409,114,30,42,1.0309
409,114,30,66,1.0182
409,114,30,138,0.9844
409,114,30,234,0.9543
409,114,30,330,0.9319
409,114,30,402,0.9217
409,114,30,498,0.9037
409,114,30,570,0.8874
409,114,30,666,0.8732
409,114,30,738,0.8607
409,114,30,834,0.8453
409,114,30,906,0.832
410,114,30,0,1
410,114,30,18,0.9957
410,114,30,42,0.9843
410,114,30,66,0.9624
410,114,30,138,0.9266
410,114,30,234,0.8988
410,114,30,330,0.8797
410,114,30,402,0.8702
410,114,30,498,0.8532
410,114,30,570,0.8155
410,114,30,666,0.8257
410,114,30,738,0.8144
410,114,30,834,0.7974
410,114,30,906,0.787
411,114,30,0,1
411,114,30,18,1.0281
411,114,30,42,1.0268
411,114,30,66,1.0083
411,114,30,138,0.972
411,114,30,234,0.9444
411,114,30,330,0.9215
411,114,30,402,0.9106
411,114,30,498,0.8922
411,114,30,570,0.8796
411,114,30,666,0.869
411,114,30,738,0.8587
411,114,30,834,0.8391
411,114,30,906,0.8321
412,114,30,0,1
412,114,30,18,1.0137
412,114,30,42,1.0164
412,114,30,66,0.9998
412,114,30,138,0.9637
412,114,30,234,0.9416
412,114,30,330,0.9107
412,114,30,402,0.8994
412,114,30,498,0.8767
412,114,30,570,0.864
412,114,30,666,0.8478
412,114,30,738,0.8334
412,114,30,834,0.8151
412,114,30,906,0.8044
413,114,30,0,1
413,114,30,18,1.0149
413,114,30,42,1.0145
413,114,30,66,0.9955
413,114,30,138,0.9679
413,114,30,234,0.9421
413,114,30,330,0.9172
413,114,30,402,0.9068
413,114,30,498,0.886
413,114,30,570,0.8729
413,114,30,666,0.8577
413,114,30,738,0.8458
413,114,30,834,0.8278
413,114,30,906,0.8157
414,114,30,0,1
414,114,30,18,1.0391
414,114,30,42,1.0356
414,114,30,66,1.0229
414,114,30,138,0.9901
414,114,30,234,0.9612
414,114,30,330,0.9383
414,114,30,402,0.9259
414,114,30,498,0.9096
414,114,30,570,0.8943
414,114,30,666,0.8777
414,114,30,738,0.8681
414,114,30,834,0.8544
414,114,30,906,0.8396
415,114,30,0,1
415,114,30,18,1.0264
415,114,30,42,1.025
415,114,30,66,1.0131
415,114,30,138,0.9761
415,114,30,234,0.9459
415,114,30,330,0.9216
415,114,30,402,0.9096
415,114,30,498,0.8915
415,114,30,570,0.8812
415,114,30,666,0.8633
415,114,30,738,0.8546
415,114,30,834,0.8366
415,114,30,906,0.8256
416,114,30,0,1
416,114,30,18,1.0147
416,114,30,42,1.0143
416,114,30,66,0.9984
416,114,30,138,0.9627
416,114,30,234,0.9364
416,114,30,330,0.9128
416,114,30,402,0.9035
416,114,30,498,0.8856
416,114,30,570,0.8734
416,114,30,666,0.8577
416,114,30,738,0.8447
416,114,30,834,0.8246
416,114,30,906,0.8166
417,114,30,0,1
417,114,30,18,1.0135
417,114,30,42,1.0161
417,114,30,66,1.0036
417,114,30,138,0.9677
417,114,30,234,0.9407
417,114,30,330,0.9174
417,114,30,402,0.9112
417,114,30,498,0.8919
417,114,30,570,0.8818
417,114,30,666,0.8705
417,114,30,738,0.8568
417,114,30,834,0.8432
417,114,30,906,0.836
418,114,30,0,1
418,114,30,18,1.0467
418,114,30,42,1.0478
418,114,30,66,1.034
418,114,30,138,1.0011
418,114,30,234,0.968
418,114,30,330,0.9455
418,114,30,402,0.9347
418,114,30,498,0.9153
418,114,30,570,0.9007
418,114,30,666,0.887
418,114,30,738,0.8609
418,114,30,834,0.8485
418,114,30,906,0.8353
419,114,30,0,1
419,114,30,18,1.0058
419,114,30,42,1.0062
419,114,30,66,0.9934
419,114,30,138,0.9593
419,114,30,234,0.9229
419,114,30,330,0.899
419,114,30,402,0.8868
419,114,30,498,0.8761
419,114,30,570,0.8632
419,114,30,666,0.8462
419,114,30,738,0.8235
419,114,30,834,0.8169
419,114,30,906,0.8005
420,114,30,0,1
420,114,30,18,1.008
420,114,30,42,1.0029
420,114,30,66,0.9884
420,114,30,138,0.9517
420,114,30,234,0.9204
420,114,30,330,0.8937
420,114,30,402,0.8852
420,114,30,498,0.8712
420,114,30,570,0.861
420,114,30,666,0.8437
420,114,30,738,0.8349
420,114,30,834,0.8179
420,114,30,906,0.8081
421,114,30,0,1
421,114,30,18,0.9757
421,114,30,42,0.9627
421,114,30,66,0.9371
421,114,30,138,0.9002
421,114,30,234,0.8725
421,114,30,330,0.8585
421,114,30,402,0.8534
421,114,30,498,0.8449
421,114,30,570,0.8183
421,114,30,666,0.8191
421,114,30,738,0.8055
421,114,30,834,0.796
421,114,30,906,0.7869
422,114,30,0,1
422,114,30,18,1.0064
422,114,30,42,1.0059
422,114,30,66,0.9883
422,114,30,138,0.9572
422,114,30,234,0.9281
422,114,30,330,0.904
422,114,30,402,0.8952
422,114,30,498,0.8762
422,114,30,570,0.8603
422,114,30,666,0.8516
422,114,30,738,0.8373
422,114,30,834,0.8217
422,114,30,906,0.813
423,114,30,0,1
423,114,30,18,1.0211
423,114,30,42,1.0206
423,114,30,66,1.0077
423,114,30,138,0.9796
423,114,30,234,0.9475
423,114,30,330,0.9255
423,114,30,402,0.9143
423,114,30,498,0.9001
423,114,30,570,0.8837
423,114,30,666,0.8734
423,114,30,738,0.8598
423,114,30,834,0.8477
423,114,30,906,0.834
424,114,30,0,1
424,114,30,18,1.0278
424,114,30,42,1.0167
424,114,30,66,0.9977
424,114,30,138,0.9622
424,114,30,234,0.938
424,114,30,330,0.9164
424,114,30,402,0.9055
424,114,30,498,0.8899
424,114,30,570,0.8761
424,114,30,666,0.8592
424,114,30,738,0.8482
424,114,30,834,0.8361
424,114,30,906,0.8214
425,114,30,0,1
425,114,30,18,1.0156
425,114,30,42,1.0131
425,114,30,66,1.0019
425,114,30,138,0.9634
425,114,30,234,0.9341
425,114,30,330,0.9098
425,114,30,402,0.8987
425,114,30,498,0.876
425,114,30,570,0.8647
425,114,30,666,0.8454
425,114,30,738,0.8402
425,114,30,834,0.819
425,114,30,906,0.7971
426,114,30,0,1
426,114,30,18,0.9899
426,114,30,42,0.9914
426,114,30,66,0.9755
426,114,30,138,0.9372
426,114,30,234,0.9114
426,114,30,330,0.8856
426,114,30,402,0.8818
426,114,30,498,0.8597
426,114,30,570,0.8516
426,114,30,666,0.8372
426,114,30,738,0.8291
426,114,30,834,0.8091
426,114,30,906,0.8013
427,114,30,0,1
427,114,30,18,1.0052
427,114,30,42,1.0053
427,114,30,66,0.9883
427,114,30,138,0.9556
427,114,30,234,0.925
427,114,30,330,0.8995
427,114,30,402,0.8905
427,114,30,498,0.87
427,114,30,570,0.8555
427,114,30,666,0.8455
427,114,30,738,0.8309
427,114,30,834,0.8125
427,114,30,906,0.8035
428,114,30,0,1
428,114,30,18,1.0091
428,114,30,42,1.0041
428,114,30,66,0.9884
428,114,30,138,0.958
428,114,30,234,0.9281
428,114,30,330,0.9075
428,114,30,402,0.8937
428,114,30,498,0.8793
428,114,30,570,0.8599
428,114,30,666,0.8505
428,114,30,738,0.837
428,114,30,834,0.8209
428,114,30,906,0.8065
429,114,30,0,1
429,114,30,18,1.0098
429,114,30,42,1.003
429,114,30,66,0.992
429,114,30,138,0.9602
429,114,30,234,0.9328
429,114,30,330,0.9134
429,114,30,402,0.9008
429,114,30,498,0.8842
429,114,30,570,0.8732
429,114,30,666,0.8551
429,114,30,738,0.8457
429,114,30,834,0.8319
429,114,30,906,0.8167
430,114,30,0,1
430,114,30,18,1.0024
430,114,30,42,0.982
430,114,30,66,0.9733
430,114,30,138,0.945
430,114,30,234,0.9276
430,114,30,330,0.9036
430,114,30,402,0.8956
430,114,30,498,0.8781
430,114,30,570,0.8587
430,114,30,666,0.8398
430,114,30,738,0.8355
430,114,30,834,0.8183
430,114,30,906,0.8002
501,77,40,0,1
501,77,40,18,1.0011
501,77,40,42,1.0014
501,77,40,66,1.0053
501,77,40,138,0.9927
501,77,40,234,0.9622
501,77,40,330,0.9427
501,77,40,402,0.9236
501,77,40,498,0.9117
501,77,40,570,0.902
501,77,40,666,0.8895
501,77,40,738,0.8817
501,77,40,834,0.8687
501,77,40,906,0.8613
502,77,40,0,1
502,77,40,18,0.9974
502,77,40,42,1.0003
502,77,40,66,1.0036
502,77,40,138,0.9867
502,77,40,234,0.9564
502,77,40,330,0.9333
502,77,40,402,0.9169
502,77,40,498,0.9029
502,77,40,570,0.8946
502,77,40,666,0.8796
502,77,40,738,0.8693
502,77,40,834,0.8614
502,77,40,906,0.8534
503,77,40,0,1
503,77,40,18,0.9988
503,77,40,42,1.0045
503,77,40,66,1.0055
503,77,40,138,0.997
503,77,40,234,0.9587
503,77,40,330,0.935
503,77,40,402,0.9257
503,77,40,498,0.9105
503,77,40,570,0.8958
503,77,40,666,0.8787
503,77,40,738,0.8696
503,77,40,834,0.8608
503,77,40,906,0.85
504,77,40,0,1
504,77,40,18,0.9975
504,77,40,42,1.0029
504,77,40,66,1.0015
504,77,40,138,0.9853
504,77,40,234,0.9553
504,77,40,330,0.9343
504,77,40,402,0.9191
504,77,40,498,0.9061
504,77,40,570,0.8947
504,77,40,666,0.8806
504,77,40,738,0.8729
504,77,40,834,0.8595
504,77,40,906,0.8497
505,77,40,0,1
505,77,40,18,1.0049
505,77,40,42,1.0071
505,77,40,66,1.0115
505,77,40,138,0.991
505,77,40,234,0.9589
505,77,40,330,0.9389
505,77,40,402,0.9187
505,77,40,498,0.9051
505,77,40,570,0.8946
505,77,40,666,0.8817
505,77,40,738,0.8716
505,77,40,834,0.8576
505,77,40,906,0.8527
506,77,40,0,1
506,77,40,18,1.0003
506,77,40,42,1.0021
506,77,40,66,1.005
506,77,40,138,0.9833
506,77,40,234,0.9294
506,77,40,330,0.9186
506,77,40,402,0.8982
506,77,40,498,0.8861
506,77,40,570,0.8729
506,77,40,666,0.8612
506,77,40,738,0.842
506,77,40,834,0.8381
506,77,40,906,0.8304
507,77,40,0,1
507,77,40,18,0.9993
507,77,40,42,1
507,77,40,66,1.0026
507,77,40,138,0.9853
507,77,40,234,0.9712
507,77,40,330,0.9474
507,77,40,402,0.9328
507,77,40,498,0.9169
507,77,40,570,0.9058
507,77,40,666,0.8926
507,77,40,738,0.8799
507,77,40,834,0.8714
507,77,40,906,0.8633
508,77,40,0,1
508,77,40,18,1.0013
508,77,40,42,1.0049
508,77,40,66,1.005
508,77,40,138,0.9849
508,77,40,234,0.9531
508,77,40,330,0.9294
508,77,40,402,0.913
508,77,40,498,0.8975
508,77,40,570,0.8887
508,77,40,666,0.8751
508,77,40,738,0.8653
508,77,40,834,0.8532
508,77,40,906,0.8455
509,77,40,0,1
509,77,40,18,0.9942
509,77,40,42,0.9987
509,77,40,66,0.9999
509,77,40,138,0.9819
509,77,40,234,0.9518
509,77,40,330,0.9322
509,77,40,402,0.919
509,77,40,498,0.9061
509,77,40,570,0.895
509,77,40,666,0.8813
509,77,40,738,0.8717
509,77,40,834,0.8599
509,77,40,906,0.8522
510,77,40,0,1
510,77,40,18,0.9977
510,77,40,42,1.0008
510,77,40,66,1.0026
510,77,40,138,0.9889
510,77,40,234,0.9579
510,77,40,330,0.9349
510,77,40,402,0.9174
510,77,40,498,0.9064
510,77,40,570,0.8956
510,77,40,666,0.8832
510,77,40,738,0.8747
510,77,40,834,0.8652
510,77,40,906,0.8596
511,77,40,0,1
511,77,40,18,0.9993
511,77,40,42,1.0039
511,77,40,66,1.0057
511,77,40,138,0.993
511,77,40,234,0.961
511,77,40,330,0.937
511,77,40,402,0.9194
511,77,40,498,0.9078
511,77,40,570,0.8981
511,77,40,666,0.8844
511,77,40,738,0.8768
511,77,40,834,0.87
511,77,40,906,0.8629
512,77,40,0,1
512,77,40,18,0.9994
512,77,40,42,1.0052
512,77,40,66,1.0058
512,77,40,138,0.9954
512,77,40,234,0.965
512,77,40,330,0.9386
512,77,40,402,0.9206
512,77,40,498,0.9036
512,77,40,570,0.8948
512,77,40,666,0.8814
512,77,40,738,0.8711
512,77,40,834,0.864
512,77,40,906,0.8527
513,77,40,0,1
513,77,40,18,1.0003
513,77,40,42,1.0043
513,77,40,66,1.0014
513,77,40,138,0.9819
513,77,40,234,0.9479
513,77,40,330,0.9261
513,77,40,402,0.9064
513,77,40,498,0.8874
513,77,40,570,0.8789
513,77,40,666,0.8628
513,77,40,738,0.8527
513,77,40,834,0.8397
513,77,40,906,0.8301
514,77,40,0,1
514,77,40,18,1.0013
514,77,40,42,1.0077
514,77,40,66,1.0042
514,77,40,138,0.9894
514,77,40,234,0.9587
514,77,40,330,0.937
514,77,40,402,0.916
514,77,40,498,0.9
514,77,40,570,0.8911
514,77,40,666,0.8771
514,77,40,738,0.8687
514,77,40,834,0.855
514,77,40,906,0.8475
515,77,40,0,1
515,77,40,18,1.0014
515,77,40,42,1.0025
515,77,40,66,1.0042
515,77,40,138,0.9925
515,77,40,234,0.9649
515,77,40,330,0.9399
515,77,40,402,0.9207
515,77,40,498,0.9083
515,77,40,570,0.8968
515,77,40,666,0.8828
515,77,40,738,0.8732
515,77,40,834,0.8617
515,77,40,906,0.8568
516,77,40,0,1
516,77,40,18,1.0022
516,77,40,42,1.0043
516,77,40,66,1.0071
516,77,40,138,0.9972
516,77,40,234,0.977
516,77,40,330,0.9509
516,77,40,402,0.9317
516,77,40,498,0.9149
516,77,40,570,0.9025
516,77,40,666,0.8901
516,77,40,738,0.8788
516,77,40,834,0.8687
516,77,40,906,0.8629
517,77,40,0,1
517,77,40,18,1.002
517,77,40,42,1.0047
517,77,40,66,1.0064
517,77,40,138,0.9933
517,77,40,234,0.9639
517,77,40,330,0.9379
517,77,40,402,0.9216
517,77,40,498,0.904
517,77,40,570,0.8942
517,77,40,666,0.8796
517,77,40,738,0.8703
517,77,40,834,0.8618
517,77,40,906,0.8557
518,77,40,0,1
518,77,40,18,0.9988
518,77,40,42,1.0022
518,77,40,66,1
518,77,40,138,0.9777
518,77,40,234,0.9461
518,77,40,330,0.9255
518,77,40,402,0.908
518,77,40,498,0.894
518,77,40,570,0.8849
518,77,40,666,0.8689
518,77,40,738,0.8474
518,77,40,834,0.8378
518,77,40,906,0.8289
519,77,40,0,1
519,77,40,18,0.9986
519,77,40,42,1.0063
519,77,40,66,1.0031
519,77,40,138,0.9803
519,77,40,234,0.9415
519,77,40,330,0.9174
519,77,40,402,0.9028
519,77,40,498,0.8922
519,77,40,570,0.8822
519,77,40,666,0.8671
519,77,40,738,0.8435
519,77,40,834,0.8346
519,77,40,906,0.8331
520,77,40,0,1
520,77,40,18,0.9939
520,77,40,42,0.9953
520,77,40,66,0.995
520,77,40,138,0.9741
520,77,40,234,0.9451
520,77,40,330,0.9199
520,77,40,402,0.9021
520,77,40,498,0.8851
520,77,40,570,0.8754
520,77,40,666,0.8635
520,77,40,738,0.8495
520,77,40,834,0.8384
520,77,40,906,0.8404
521,77,40,0,1
521,77,40,18,1.0058
521,77,40,42,1.0083
521,77,40,66,1.0086
521,77,40,138,0.9935
521,77,40,234,0.971
521,77,40,330,0.9568
521,77,40,402,0.9448
521,77,40,498,0.9151
521,77,40,570,0.9057
521,77,40,666,0.9094
521,77,40,738,0.8912
521,77,40,834,0.8901
521,77,40,906,0.8861
522,77,40,0,1
522,77,40,18,1.0013
522,77,40,42,1.0057
522,77,40,66,1.0042
522,77,40,138,0.9831
522,77,40,234,0.9546
522,77,40,330,0.9308
522,77,40,402,0.9141
522,77,40,498,0.8963
522,77,40,570,0.8872
522,77,40,666,0.8752
522,77,40,738,0.8654
522,77,40,834,0.8584
522,77,40,906,0.8519
523,77,40,0,1
523,77,40,18,1.0038
523,77,40,42,1.0073
523,77,40,66,1.0043
523,77,40,138,0.9867
523,77,40,234,0.9581
523,77,40,330,0.9388
523,77,40,402,0.9197
523,77,40,498,0.9035
523,77,40,570,0.8958
523,77,40,666,0.8818
523,77,40,738,0.8695
523,77,40,834,0.8571
523,77,40,906,0.8494
524,77,40,0,1
524,77,40,18,1.0005
524,77,40,42,0.9979
524,77,40,66,0.9957
524,77,40,138,0.9743
524,77,40,234,0.9472
524,77,40,330,0.9233
524,77,40,402,0.9029
524,77,40,498,0.8901
524,77,40,570,0.8793
524,77,40,666,0.8688
524,77,40,738,0.8569
524,77,40,834,0.8443
524,77,40,906,0.8407
525,77,40,0,1
525,77,40,18,0.9951
525,77,40,42,0.9949
525,77,40,66,0.9938
525,77,40,138,0.9779
525,77,40,234,0.9472
525,77,40,330,0.9191
525,77,40,402,0.8948
525,77,40,498,0.877
525,77,40,570,0.8685
525,77,40,666,0.8567
525,77,40,738,0.8494
525,77,40,834,0.8334
525,77,40,906,0.8268
526,77,40,0,1
526,77,40,18,0.9962
526,77,40,42,0.9969
526,77,40,66,0.9975
526,77,40,138,0.9768
526,77,40,234,0.9458
526,77,40,330,0.9207
526,77,40,402,0.9042
526,77,40,498,0.8871
526,77,40,570,0.8795
526,77,40,666,0.8635
526,77,40,738,0.8546
526,77,40,834,0.8454
526,77,40,906,0.8383
527,77,40,0,1
527,77,40,18,0.9975
527,77,40,42,0.9993
527,77,40,66,0.9959
527,77,40,138,0.9722
527,77,40,234,0.9439
527,77,40,330,0.9234
527,77,40,402,0.9075
527,77,40,498,0.8896
527,77,40,570,0.8842
527,77,40,666,0.8705
527,77,40,738,0.8593
527,77,40,834,0.8529
527,77,40,906,0.8436
528,77,40,0,1
528,77,40,18,0.9987
528,77,40,42,0.9985
528,77,40,66,0.9933
528,77,40,138,0.9729
528,77,40,234,0.9468
528,77,40,330,0.9241
528,77,40,402,0.9061
528,77,40,498,0.8872
528,77,40,570,0.8781
528,77,40,666,0.8644
528,77,40,738,0.8526
528,77,40,834,0.8433
528,77,40,906,0.8359
529,77,40,0,1
529,77,40,18,1.0019
529,77,40,42,1.0009
529,77,40,66,0.9988
529,77,40,138,0.9821
529,77,40,234,0.9538
529,77,40,330,0.9264
529,77,40,402,0.9083
529,77,40,498,0.8912
529,77,40,570,0.8782
529,77,40,666,0.8658
529,77,40,738,0.855
529,77,40,834,0.8429
529,77,40,906,0.8412
530,77,40,0,1
530,77,40,18,1.0003
530,77,40,42,0.9809
530,77,40,66,0.9839
530,77,40,138,0.9757
530,77,40,234,0.9597
530,77,40,330,0.928
530,77,40,402,0.907
530,77,40,498,0.876
530,77,40,570,0.8671
530,77,40,666,0.8607
530,77,40,738,0.847
530,77,40,834,0.8321
530,77,40,906,0.834
601,130,40,0,1
601,130,40,18,1.0675
601,130,40,42,1.0571
601,130,40,66,1.0243
601,130,40,138,0.9789
601,130,40,234,0.954
601,130,40,330,0.928
601,130,40,402,0.9102
601,130,40,498,0.8837
601,130,40,570,0.8683
601,130,40,666,0.8463
601,130,40,738,0.8272
601,130,40,834,0.8001
601,130,40,906,0.7809
602,130,40,0,1
602,130,40,18,1.0226
602,130,40,42,1.0119
602,130,40,66,0.985
602,130,40,138,0.9507
602,130,40,234,0.9243
602,130,40,330,0.8943
602,130,40,402,0.8768
602,130,40,498,0.8537
602,130,40,570,0.8355
602,130,40,666,0.8162
602,130,40,738,0.7987
602,130,40,834,0.7762
602,130,40,906,0.7596
603,130,40,0,1
603,130,40,18,1.0125
603,130,40,42,0.9985
603,130,40,66,0.9681
603,130,40,138,0.9339
603,130,40,234,0.9054
603,130,40,330,0.8699
603,130,40,402,0.8557
603,130,40,498,0.8298
603,130,40,570,0.8055
603,130,40,666,0.779
603,130,40,738,0.758
603,130,40,834,0.7318
603,130,40,906,0.7131
604,130,40,0,1
604,130,40,18,1.0144
604,130,40,42,1.0028
604,130,40,66,0.9711
604,130,40,138,0.9363
604,130,40,234,0.9121
604,130,40,330,0.8815
604,130,40,402,0.8626
604,130,40,498,0.8355
604,130,40,570,0.8196
604,130,40,666,0.7944
604,130,40,738,0.771
604,130,40,834,0.7461
604,130,40,906,0.7301
605,130,40,0,1
605,130,40,18,1.0119
605,130,40,42,1.0027
605,130,40,66,0.9741
605,130,40,138,0.9329
605,130,40,234,0.9079
605,130,40,330,0.8717
605,130,40,402,0.8544
605,130,40,498,0.8295
605,130,40,570,0.8141
605,130,40,666,0.7947
605,130,40,738,0.7703
605,130,40,834,0.7463
605,130,40,906,0.7314
606,130,40,0,1
606,130,40,18,0.9995
606,130,40,42,0.9882
606,130,40,66,0.9624
606,130,40,138,0.912
606,130,40,234,0.8722
606,130,40,330,0.8421
606,130,40,402,0.8237
606,130,40,498,0.7983
606,130,40,570,0.766
606,130,40,666,0.7483
606,130,40,738,0.7099
606,130,40,834,0.6876
606,130,40,906,0.6689
607,130,40,0,1
607,130,40,18,1.0508
607,130,40,42,1.0351
607,130,40,66,1.004
607,130,40,138,0.9573
607,130,40,234,0.9301
607,130,40,330,0.8991
607,130,40,402,0.8829
607,130,40,498,0.858
607,130,40,570,0.8362
607,130,40,666,0.8131
607,130,40,738,0.7896
607,130,40,834,0.7622
607,130,40,906,0.7434
608,130,40,0,1
608,130,40,18,1.0482
608,130,40,42,1.0328
608,130,40,66,1.0015
